Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
1082,180,Carlos2000ooo,Ainceer,934,958,Black,958,White,False,23.5,76.87,88.87,85.32,56.42,9,4,4,0,2,1,4,2,77.91,88.79,84.96,57.42,11,6,0,1,0,1,4,2,77.91,88.79,84.96,57.42,11,6,0,1,0,1,4,2
1083,180,Jonagon,Ainceer,892,965,Black,965,Black,True,53.0,72.46,81.03,66.68,69.51,23,7,2,4,3,4,10,1,72.05,61.38,68.64,86.96,23,8,4,0,3,3,12,0,72.05,61.38,68.64,86.96,23,8,4,0,3,3,10,0
1084,180,arunakumarv,Ainceer,984,957,Black,957,White,False,31.5,70.31,73.16,67.51,70.27,13,6,1,1,1,2,8,1,82.77,91.23,89.22,67.01,10,11,3,2,0,2,3,2,82.77,91.23,89.22,67.01,10,11,3,2,0,2,8,2
1085,180,Ainceer,arunakumarv,966,975,White,966,White,True,31.5,55.32,77.67,45.61,41.42,7,5,2,2,2,1,13,2,60.73,60.31,34.95,86.97,10,3,1,2,3,3,9,1,55.32,77.67,45.61,41.42,7,5,2,2,2,1,13,2
1086,180,Ainceer,karan12041996,958,963,White,958,Black,False,6.5,83.89,98.22,96.3,50.0,1,5,0,0,0,0,1,2,81.82,72.43,86.81,86.22,1,2,0,2,0,1,0,0,83.89,98.22,96.3,50.0,1,5,0,0,0,0,1,2
1087,180,Ainceer,GradyTrey,965,906,White,965,White,True,23.5,64.54,75.56,65.8,52.25,5,8,1,1,0,1,8,2,46.62,69.44,48.09,18.86,6,2,0,0,1,5,9,2,64.54,75.56,65.8,52.25,5,8,1,1,0,1,8,2
1088,180,Ainceer,Ralaxe,956,932,White,956,Black,False,18.5,64.41,95.91,33.47,58.59,1,6,5,1,0,0,6,1,69.19,92.0,75.36,40.21,4,4,2,2,2,0,4,2,64.41,95.91,33.47,58.59,1,6,5,1,0,0,6,1
1089,180,Ainceer,Hahnes,949,985,White,949,Black,False,25.0,64.99,75.96,62.56,55.07,10,6,0,0,0,1,8,2,63.17,84.5,46.79,55.57,9,3,2,0,2,1,8,1,64.99,75.96,62.56,55.07,10,6,0,0,0,1,8,2
1090,180,Mura89,Ainceer,943,958,Black,958,Black,True,52.0,66.79,74.51,53.95,71.48,14,12,6,0,3,4,13,1,79.31,79.49,73.34,85.1,26,7,4,3,1,3,8,1,79.31,79.49,73.34,85.1,26,7,4,3,1,3,13,1
1091,180,Ainceer,dhvanibrahmbhatt,965,921,White,965,White,True,30.5,56.56,46.54,58.65,65.49,9,2,4,1,3,1,11,0,49.82,50.39,54.41,44.67,7,5,1,1,1,0,15,2,56.56,46.54,58.65,65.49,9,2,4,1,3,1,11,0
1092,180,donGuiche,Ainceer,1001,958,Black,958,White,False,16.5,82.34,83.27,83.35,80.0,12,2,0,0,0,0,3,2,70.43,74.63,79.88,55.95,7,2,1,0,2,0,4,2,70.43,74.63,79.88,55.95,7,2,1,0,2,0,3,2
1093,180,Rayhan72,Ainceer,975,950,Black,950,White,False,12.5,62.02,69.67,62.32,52.18,5,1,1,0,0,1,5,2,70.79,95.81,65.58,51.0,4,4,0,0,1,0,3,2,70.79,95.81,65.58,51.0,4,4,0,0,1,0,5,2
1094,180,paketikmivinki,Ainceer,935,941,Black,941,White,False,24.5,84.48,84.19,96.84,72.46,11,6,2,3,0,0,3,2,51.22,66.89,75.29,11.48,9,0,1,0,2,1,11,2,51.22,66.89,75.29,11.48,9,0,1,0,2,1,3,2
1095,180,Ainceer,deggo98,948,901,White,948,White,True,45.5,78.33,77.27,90.07,67.72,15,16,2,0,3,3,7,2,68.51,62.88,81.54,61.12,17,6,4,3,1,2,12,2,78.33,77.27,90.07,67.72,15,16,2,0,3,3,7,2
1096,180,Ainceer,aliferous,939,919,White,939,Black,False,19.0,80.62,86.89,74.51,79.41,7,4,1,3,1,1,2,1,86.47,99.23,94.17,63.88,11,4,0,0,2,0,2,2,80.62,86.89,74.51,79.41,7,4,1,3,1,1,2,1
1097,180,alex20123,Ainceer,960,948,Black,948,Black,True,45.0,60.58,66.8,62.45,52.48,16,3,4,1,2,6,13,2,67.35,53.97,72.0,76.09,12,7,5,2,5,4,10,0,67.35,53.97,72.0,76.09,12,7,5,2,5,4,13,0
1098,180,agusmassa,Ainceer,902,939,Black,939,White,False,38.0,64.07,71.3,59.69,60.98,14,6,1,1,3,1,12,1,55.38,79.55,50.76,34.2,11,5,1,1,3,3,14,2,55.38,79.55,50.76,34.2,11,5,1,1,3,3,12,2
1099,180,Ainceer,iseida,930,906,White,930,Black,False,9.0,42.49,79.87,14.21,33.37,1,2,0,0,0,1,5,1,47.35,42.04,33.16,66.86,2,2,0,0,0,0,5,1,42.49,79.87,14.21,33.37,1,2,0,0,0,1,5,1
1100,180,Ainceer,NorthShoreDave,939,957,White,939,White,True,57.5,79.89,68.91,81.69,89.63,17,21,6,3,2,1,8,0,80.93,65.01,88.38,89.4,28,13,2,1,2,4,7,0,79.89,68.91,81.69,89.63,17,21,6,3,2,1,8,0
1101,180,Pipemon123,Ainceer,913,947,Black,947,Black,True,59.0,73.38,68.85,78.15,73.12,23,11,4,3,4,2,12,0,77.99,65.09,83.27,86.0,28,11,2,3,3,3,9,0,77.99,65.09,83.27,86.0,28,11,2,3,3,3,12,0
1102,180,Ainceer,O_GO,955,923,White,955,White,True,19.5,75.09,94.47,80.56,46.1,8,3,3,1,1,0,4,2,57.72,76.71,82.41,10.87,6,2,2,0,1,0,8,2,75.09,94.47,80.56,46.1,8,3,3,1,1,0,4,2
1103,180,gulso776,Ainceer,1055,948,Black,948,White,False,24.0,75.43,96.89,56.13,73.26,7,6,1,3,3,1,3,1,58.57,88.68,58.37,28.65,4,6,1,2,2,0,9,2,58.57,88.68,58.37,28.65,4,6,1,2,2,0,3,2
1104,180,justarook1,Ainceer,994,949,Black,949,Draw,False,57.0,65.3,75.08,50.6,70.22,20,10,2,4,2,3,16,1,68.11,76.42,49.59,78.33,22,11,1,3,3,2,15,1,68.11,76.42,49.59,78.33,22,11,1,3,3,2,16,1
1105,180,Ainceer,Chessaporean,958,985,White,958,White,True,13.5,79.41,96.64,68.98,70.91,4,4,3,0,0,0,3,1,55.2,80.82,38.65,39.74,1,2,2,1,3,0,4,1,79.41,96.64,68.98,70.91,4,4,3,0,0,0,3,1
1106,180,Ainceer,seselis,950,963,White,950,Black,False,32.0,65.36,87.3,67.4,38.99,9,7,3,0,3,1,9,2,77.66,58.03,97.66,77.25,13,7,2,1,3,1,5,0,65.36,87.3,67.4,38.99,9,7,3,0,3,1,9,2
1107,180,Guicola,Ainceer,918,957,Black,957,Black,True,24.0,61.81,90.67,57.28,37.48,8,4,0,1,3,0,8,2,67.31,87.01,62.28,52.64,10,4,2,0,0,0,8,2,67.31,87.01,62.28,52.64,10,4,2,0,0,0,8,2
1108,180,AbdiliC2,Ainceer,973,966,Black,966,Black,True,30.0,68.4,84.8,62.83,57.57,10,6,1,2,2,2,7,2,84.49,93.29,93.85,66.33,15,6,3,1,2,0,3,2,84.49,93.29,93.85,66.33,15,6,3,1,2,0,7,2
1109,180,emceecheckmate1,Ainceer,954,974,Black,974,Black,True,33.0,68.97,79.48,55.59,71.83,12,7,2,0,2,1,9,1,57.97,60.69,41.96,71.26,11,3,0,1,4,3,11,1,57.97,60.69,41.96,71.26,11,3,0,1,4,3,9,1
1110,180,Ainceer,BobWindson,981,937,White,981,White,True,19.5,64.82,78.86,62.9,50.69,5,6,1,1,0,0,7,2,43.64,61.21,33.4,33.38,3,4,1,0,0,1,10,2,64.82,78.86,62.9,50.69,5,6,1,1,0,0,7,2
1111,180,Ainceer,YashBhore7380,981,974,White,981,Draw,False,36.5,77.8,94.79,62.25,74.94,12,13,2,1,2,1,6,1,67.15,66.61,54.04,80.81,10,8,3,3,2,0,10,1,77.8,94.79,62.25,74.94,12,13,2,1,2,1,6,1
1112,180,husse4,Ainceer,930,988,Black,988,Black,True,39.5,64.19,84.48,42.13,64.41,15,3,5,0,5,0,12,1,74.26,91.95,46.95,83.88,17,8,0,2,3,1,8,1,74.26,91.95,46.95,83.88,17,8,0,2,3,1,12,1
1113,180,Ainceer,Spreadyy,995,934,White,995,White,True,12.5,90.35,98.91,75.63,94.35,5,6,0,1,0,0,1,1,61.85,85.91,99.08,0.55,2,4,1,0,1,0,4,2,90.35,98.91,75.63,94.35,5,6,0,1,0,0,1,1
1114,180,pacoriko,Ainceer,969,986,Black,986,White,False,14.5,48.66,75.31,10.93,59.73,4,0,0,2,1,0,8,1,56.53,95.46,22.82,50.0,5,2,1,0,0,0,6,1,56.53,95.46,22.82,50.0,5,2,1,0,0,0,8,1
1115,180,ghatakducky986,Ainceer,941,993,Black,993,Black,True,46.0,70.49,73.57,67.89,69.78,11,11,2,2,10,2,8,1,70.0,75.39,69.21,65.04,14,12,3,1,2,4,10,2,70.0,75.39,69.21,65.04,14,12,3,1,2,4,8,2
1116,180,Ainceer,pabstark,984,972,White,984,Black,False,27.0,77.25,95.24,69.83,66.69,12,6,2,1,0,1,5,2,82.55,84.31,76.31,87.02,12,9,1,1,0,0,4,1,77.25,95.24,69.83,66.69,12,6,2,1,0,1,5,2
1117,180,Ainceer,sachiel_esequiel,977,1022,White,977,Black,False,26.0,65.97,85.26,62.33,48.37,8,4,1,2,1,4,6,2,71.01,92.3,79.19,37.86,8,8,1,1,2,0,6,2,65.97,85.26,62.33,48.37,8,4,1,2,1,4,6,2
1118,180,Ainceer,bryceasp,969,967,White,969,Black,False,41.0,71.84,92.76,63.46,58.32,15,8,4,2,2,1,9,2,59.86,69.14,57.99,51.89,11,6,1,4,5,1,13,2,71.84,92.76,63.46,58.32,15,8,4,2,2,1,9,2
1119,180,ilostatsea,Ainceer,943,960,Black,960,White,False,12.5,77.68,91.97,38.85,98.63,6,2,2,0,1,0,2,1,74.01,99.19,45.81,77.05,5,3,0,0,0,2,2,1,74.01,99.19,45.81,77.05,5,3,0,0,0,2,2,1
1120,180,Yong_Mast3r,Ainceer,967,968,Black,968,Black,True,38.0,70.68,82.71,68.08,60.47,17,6,0,0,4,3,8,2,64.18,66.42,54.64,72.08,16,6,1,0,0,3,12,1,64.18,66.42,54.64,72.08,16,6,1,0,0,3,8,1
1121,180,Ainceer,ambujurmaliya,960,979,White,960,Black,False,19.0,61.51,89.17,52.89,37.86,1,7,0,3,2,1,5,2,68.99,74.14,74.91,57.07,4,5,3,0,1,2,4,2,61.51,89.17,52.89,37.86,1,7,0,3,2,1,5,2
1122,180,Ainceer,NidhiRajurkar,968,946,White,968,White,True,43.5,72.07,71.51,58.29,87.43,14,12,2,2,3,1,10,1,78.22,70.28,73.38,91.58,16,12,2,2,3,1,7,0,72.07,71.51,58.29,87.43,14,12,2,2,3,1,10,1
1123,180,huseyin_suleymanli,Ainceer,968,960,Black,960,White,False,24.5,81.52,91.43,70.06,81.83,11,4,3,2,2,0,3,1,74.91,93.34,41.7,89.68,10,6,0,0,2,2,4,1,74.91,93.34,41.7,89.68,10,6,0,0,2,2,3,1
1124,180,Ainceer,kshicham1,952,957,White,952,Black,False,15.0,80.66,98.83,78.15,64.99,5,7,0,0,0,0,3,2,90.36,98.25,96.53,76.3,5,8,0,0,1,0,1,2,80.66,98.83,78.15,64.99,5,7,0,0,0,0,3,2
1125,180,Sauce9001,Ainceer,902,959,Black,959,Black,True,36.0,70.84,86.86,65.4,60.26,14,5,1,4,3,1,8,2,48.01,49.77,33.06,61.2,8,3,1,4,2,2,16,1,48.01,49.77,33.06,61.2,8,3,1,4,2,2,8,1
1126,180,RkjKhansama,Ainceer,941,967,Black,967,Black,True,32.0,63.25,73.08,48.18,69.01,13,3,2,0,2,2,10,1,75.7,76.39,64.02,87.81,17,3,4,0,0,1,7,1,75.7,76.39,64.02,87.81,17,3,4,0,0,1,10,1
1127,180,Ainceer,zenswell,975,974,White,975,White,True,44.5,70.53,68.65,57.21,85.74,9,15,2,1,5,6,7,1,77.01,66.61,82.57,82.19,12,18,1,0,2,5,6,0,70.53,68.65,57.21,85.74,9,15,2,1,5,6,7,1
1128,180,iHazRice,Ainceer,997,967,Black,967,White,False,38.5,78.17,77.15,73.24,84.11,19,7,1,0,5,1,6,1,61.77,74.45,45.25,65.91,12,7,1,2,2,1,13,1,61.77,74.45,45.25,65.91,12,7,1,2,2,1,6,1
1129,180,Ainceer,amu2383,975,939,White,975,White,True,37.5,44.92,67.72,20.65,46.52,7,5,0,1,3,4,18,1,49.58,66.57,35.12,45.64,9,5,1,1,3,0,18,1,44.92,67.72,20.65,46.52,7,5,0,1,3,4,18,1
1130,180,Uchiha_Amit,Ainceer,1024,968,Black,968,White,False,6.5,92.8,98.31,82.54,94.78,1,4,1,1,0,0,0,1,78.48,97.85,87.59,50.0,1,3,0,1,0,0,1,2,78.48,97.85,87.59,50.0,1,3,0,1,0,0,0,2
1131,180,Ainceer,aa_murthy20,959,937,White,959,Black,False,21.0,68.64,91.15,71.58,43.19,4,7,2,0,3,0,5,2,56.19,60.59,50.19,57.78,6,2,2,0,2,0,9,1,68.64,91.15,71.58,43.19,4,7,2,0,3,0,5,2
1132,180,Ainceer,cnokland,951,958,White,951,Black,False,66.0,69.09,68.73,63.0,75.54,19,13,6,4,4,5,15,1,65.87,61.04,59.57,77.0,20,10,4,6,6,2,18,1,69.09,68.73,63.0,75.54,19,13,6,4,4,5,15,1
1133,180,poka143,Ainceer,905,958,Black,958,Black,True,20.0,62.63,88.24,74.02,19.46,3,6,0,1,3,2,5,2,67.45,97.42,51.93,50.61,6,6,1,0,0,1,6,2,67.45,97.42,51.93,50.61,6,6,1,0,0,1,5,2
1134,180,MFaruq,Ainceer,977,950,Black,950,White,False,11.5,92.8,97.38,96.38,84.64,5,6,0,0,0,1,0,2,57.27,84.56,72.29,0.84,4,1,0,0,1,2,3,2,57.27,84.56,72.29,0.84,4,1,0,0,1,2,0,2
1135,180,Ainceer,Languiman,957,902,White,957,White,True,68.5,74.9,72.15,71.84,80.7,30,14,4,1,3,2,15,1,75.67,71.87,70.64,84.91,24,16,5,7,2,1,13,1,74.9,72.15,71.84,80.7,30,14,4,1,3,2,15,1
1136,180,Ainceer,observo2021solo,949,952,White,949,Black,False,48.5,71.22,68.01,75.95,69.9,19,11,1,0,5,0,13,0,62.17,62.85,59.37,64.27,17,5,2,3,4,2,15,1,71.22,68.01,75.95,69.9,19,11,1,0,5,0,13,0
1137,180,Fishlim,Ainceer,912,956,Black,956,Black,True,29.0,70.28,81.78,70.19,57.6,6,8,4,1,3,0,7,2,78.67,73.08,82.25,80.89,10,7,4,0,4,1,3,0,78.67,73.08,82.25,80.89,10,7,4,0,4,1,7,0
1138,180,jrguemy,Ainceer,977,948,Black,948,White,False,34.5,65.96,70.78,46.51,81.93,10,5,2,2,6,2,8,1,64.73,76.31,46.42,70.42,9,5,3,1,5,3,8,1,64.73,76.31,46.42,70.42,9,5,3,1,5,3,8,1
1139,180,Almosvezerr,Ainceer,916,939,Black,939,White,False,30.5,57.23,62.31,49.79,59.07,11,1,2,3,2,1,11,1,55.16,62.96,45.9,56.62,9,2,4,0,1,2,12,1,55.16,62.96,45.9,56.62,9,2,4,0,1,2,11,1
1140,180,Ainceer,SonOfZion7,931,967,White,931,Black,False,5.0,77.59,98.95,95.02,0.0,1,3,0,0,0,0,1,2,81.33,72.43,80.9,100.0,1,2,0,0,1,1,0,0,77.59,98.95,95.02,0.0,1,3,0,0,0,0,1,2
1141,180,Byomkesh80,Ainceer,937,923,Black,923,White,False,12.5,68.82,71.45,59.36,75.0,4,2,0,1,2,2,2,1,70.87,73.2,90.32,49.1,3,4,0,0,2,1,2,2,70.87,73.2,90.32,49.1,3,4,0,0,2,1,2,2
1142,180,Ainceer,salperen,931,903,White,931,White,True,43.5,63.8,72.47,55.2,63.73,14,9,1,0,4,3,13,1,67.07,72.83,64.26,63.71,15,8,3,1,3,1,12,2,63.8,72.47,55.2,63.73,14,9,1,0,4,3,13,1
1143,180,Ainceer,YoodaddyS,924,965,White,924,Black,False,31.5,62.59,68.68,56.24,62.86,10,2,2,4,4,1,9,1,47.46,44.53,45.06,53.09,7,3,0,1,2,5,13,0,62.59,68.68,56.24,62.86,10,2,2,4,4,1,9,1
1144,180,Ainceer,itsMeSebastian,931,872,White,931,White,True,21.5,53.62,50.64,52.06,58.57,6,4,1,0,0,1,10,0,45.84,35.54,63.31,38.67,3,2,1,2,2,3,8,0,53.62,50.64,52.06,58.57,6,4,1,0,0,1,10,0
1145,180,Penguin_Minari,Ainceer,909,922,Black,922,White,False,18.5,56.97,91.13,39.71,34.38,6,3,0,1,1,0,8,2,62.1,80.58,63.47,42.26,5,3,1,2,1,0,6,2,62.1,80.58,63.47,42.26,5,3,1,2,1,0,8,2
1146,180,Ainceer,Bishopsiculs,930,890,White,930,White,True,23.5,70.13,72.55,67.85,70.0,8,8,0,0,0,2,6,1,66.65,79.04,36.17,87.33,6,4,3,2,2,0,6,1,70.13,72.55,67.85,70.0,8,8,0,0,0,2,6,1
1147,180,HendricW,Ainceer,893,921,Black,921,White,False,26.5,75.8,96.69,77.46,53.24,11,5,1,4,1,0,5,2,72.57,94.25,82.14,37.41,13,4,0,2,1,0,6,2,72.57,94.25,82.14,37.41,13,4,0,2,1,0,5,2
1148,180,Ainceer,jeramos7797,928,868,White,928,White,True,36.5,68.02,82.11,47.29,73.47,11,9,1,3,3,1,9,1,58.38,76.88,32.17,66.08,7,9,2,1,2,2,13,1,68.02,82.11,47.29,73.47,11,9,1,3,3,1,9,1
1149,180,Diegoverdex,Ainceer,940,936,Black,936,Black,True,52.0,48.64,45.61,28.23,72.25,14,5,0,1,6,2,24,1,57.62,55.59,59.84,57.56,15,12,1,0,0,2,22,0,57.62,55.59,59.84,57.56,15,12,1,0,0,2,24,0
1150,180,R1PKR,Ainceer,959,928,Black,928,White,False,16.5,66.68,72.69,71.32,53.89,6,1,3,0,0,4,3,2,66.35,91.16,60.76,42.18,4,5,1,0,1,0,5,2,66.35,91.16,60.76,42.18,4,5,1,0,1,0,3,2
1151,180,Victor9605,Ainceer,946,920,Black,920,White,False,21.5,76.89,92.79,68.42,67.19,3,7,5,3,0,1,3,2,76.78,96.82,79.39,54.12,9,4,1,3,0,0,4,2,76.78,96.82,79.39,54.12,9,4,1,3,0,0,3,2
1152,180,Ainceer,MaxRoussel,928,891,White,928,White,True,15.5,81.1,76.99,90.48,76.64,4,5,3,1,1,0,2,2,55.33,95.46,39.46,31.07,3,3,0,2,0,1,6,2,81.1,76.99,90.48,76.64,4,5,3,1,1,0,2,2
1153,180,Ainceer,Misha246,919,888,White,919,Black,False,25.0,70.67,81.94,78.39,50.26,8,6,2,1,1,1,6,2,72.1,94.5,79.79,39.21,9,6,0,3,1,0,6,2,70.67,81.94,78.39,50.26,8,6,2,1,1,1,6,2
1154,180,Ainceer,1Shad0w1,910,899,White,910,Black,False,21.0,70.68,93.34,68.56,50.13,7,3,4,1,1,0,5,2,78.99,84.63,84.07,68.27,7,5,2,2,1,2,2,2,70.68,93.34,68.56,50.13,7,3,4,1,1,0,5,2
1155,180,acporto,Ainceer,871,901,Black,901,White,False,27.5,55.47,64.16,57.66,43.63,9,2,3,0,2,1,11,2,64.16,79.18,60.85,52.46,12,2,0,3,0,2,8,2,64.16,79.18,60.85,52.46,12,2,0,3,0,2,11,2
1156,180,clethx,Ainceer,860,908,Black,908,Black,True,62.0,72.11,78.82,56.25,81.72,21,12,5,6,3,2,13,1,75.33,85.02,60.41,80.83,27,11,2,0,7,5,10,1,75.33,85.02,60.41,80.83,27,11,2,0,7,5,13,1
1157,180,Ainceer,benklenk,916,905,White,916,White,True,30.5,66.23,83.27,56.54,57.18,8,8,2,1,2,2,8,1,70.72,92.57,76.43,43.16,7,8,1,1,7,1,5,2,66.23,83.27,56.54,57.18,8,8,2,1,2,2,8,1
1158,180,Pepperoni8455,Ainceer,828,923,Black,923,Black,True,28.0,55.54,91.76,32.64,38.18,4,7,0,2,1,4,10,1,68.31,80.47,77.94,45.18,11,6,1,1,0,0,9,2,68.31,80.47,77.94,45.18,11,6,1,1,0,0,10,2
1159,180,Ainceer,MrPollito88,931,932,White,931,White,True,17.5,90.8,93.53,94.8,84.08,8,5,1,2,1,1,0,2,75.55,82.39,81.44,60.27,5,3,1,3,1,2,2,2,90.8,93.53,94.8,84.08,8,5,1,2,1,1,0,2
1160,180,xavieds,Ainceer,976,924,Black,924,White,False,62.5,67.27,65.69,75.96,60.15,21,12,4,3,5,2,16,2,67.06,64.36,71.86,64.86,24,10,2,1,6,3,16,0,67.06,64.36,71.86,64.86,24,10,2,1,6,3,16,0
1161,180,Ainceer,nystreti,932,923,White,932,White,True,28.5,74.44,89.29,87.04,43.95,9,11,1,1,0,0,7,2,59.94,62.94,71.08,45.45,8,4,4,0,1,1,10,2,74.44,89.29,87.04,43.95,9,11,1,1,0,0,7,2
1162,180,Razzz_11,Ainceer,901,939,Black,939,Black,True,32.0,60.41,81.36,49.52,49.36,4,10,3,1,3,1,10,2,74.1,93.31,63.53,64.62,15,4,2,1,2,2,6,1,74.1,93.31,63.53,64.62,15,4,2,1,2,2,10,1
1163,180,VehalielLarenuil,Ainceer,913,947,Black,947,Black,True,24.0,61.74,91.23,18.55,75.43,9,3,1,1,2,0,8,1,58.17,85.87,36.47,52.16,6,3,0,2,4,1,8,1,58.17,85.87,36.47,52.16,6,3,0,2,4,1,8,1
1164,180,Ainceer,Jonathanthelord,956,967,White,956,White,True,12.5,86.52,98.48,74.11,83.98,6,5,0,0,0,1,1,1,62.21,84.93,48.95,52.75,3,3,1,0,1,0,4,1,86.52,98.48,74.11,83.98,6,5,0,0,0,1,1,1
1165,180,Ainceer,Tribute6963,948,984,White,948,Black,False,39.0,58.89,58.05,41.17,77.44,7,5,7,3,3,2,12,1,58.59,60.78,51.91,63.06,11,3,7,0,3,1,14,1,58.89,58.05,41.17,77.44,7,5,7,3,3,2,12,1
1166,180,Ainceer,studioPAF,947,887,White,947,Draw,False,64.0,53.66,61.01,44.1,55.51,19,8,4,2,1,3,27,1,65.31,75.02,65.49,54.95,19,13,2,4,5,3,18,2,53.66,61.01,44.1,55.51,19,8,4,2,1,3,27,1
1167,180,Ainceer,xanderros,954,902,White,954,White,True,9.5,74.22,92.82,44.0,79.62,3,3,0,1,0,2,1,1,55.54,88.34,66.78,11.48,2,2,0,1,0,1,3,2,74.22,92.82,44.0,79.62,3,3,0,1,0,2,1,1
1168,180,Haze110,Ainceer,969,946,Black,946,White,False,48.5,66.35,57.27,57.24,85.12,18,9,1,4,1,2,14,1,65.74,75.7,54.22,67.29,20,6,2,2,0,3,15,1,65.74,75.7,54.22,67.29,20,6,2,2,0,3,14,1
1169,180,Artur373,Ainceer,903,953,Black,953,Black,True,15.0,45.6,84.97,22.3,29.52,4,1,1,0,0,2,7,1,66.64,95.43,61.54,42.95,4,3,1,2,0,1,4,2,66.64,95.43,61.54,42.95,4,3,1,2,0,1,7,2
1170,180,Ainceer,maxitz21,962,988,White,962,White,True,45.5,69.55,82.15,51.71,73.96,15,8,2,5,4,1,11,1,72.17,86.46,66.8,63.24,14,9,1,6,2,5,8,2,69.55,82.15,51.71,73.96,15,8,2,5,4,1,11,1
1171,180,PavanDeepak05,Ainceer,940,953,Black,953,White,False,23.5,68.11,76.59,60.21,67.53,8,4,1,1,3,1,6,1,51.74,74.92,39.28,39.49,8,1,0,1,2,1,10,1,51.74,74.92,39.28,39.49,8,1,0,1,2,1,6,1
1172,180,Ainceer,powl81,955,1030,White,955,Draw,False,64.5,69.8,63.55,68.92,77.25,16,20,7,3,1,0,18,0,72.44,72.56,62.93,81.83,21,19,1,2,3,4,14,1,69.8,63.55,68.92,77.25,16,20,7,3,1,0,18,0
1173,180,granddanois,Ainceer,961,947,Black,947,White,False,28.5,72.69,93.47,55.68,68.5,8,10,1,1,2,1,6,1,71.41,92.86,52.71,66.28,8,9,0,1,3,1,6,1,71.41,92.86,52.71,66.28,8,9,0,1,3,1,6,1
1174,180,PartyCat470,Ainceer,927,938,Black,938,White,False,10.5,48.97,51.96,49.96,43.65,3,1,1,0,0,1,5,2,57.91,84.16,65.07,15.74,3,1,1,0,1,1,3,2,57.91,84.16,65.07,15.74,3,1,1,0,1,1,5,2
1175,180,alexfenor,Ainceer,928,930,Black,930,White,False,15.5,81.88,87.06,97.84,59.71,5,7,0,0,1,2,1,2,66.77,83.45,72.25,44.61,3,4,1,1,1,1,4,2,66.77,83.45,72.25,44.61,3,4,1,1,1,1,1,2
1176,180,Ainceer,ak3105,939,958,White,939,White,True,36.5,59.6,65.93,56.39,55.95,9,7,5,0,1,2,13,2,62.19,61.84,71.88,52.84,9,10,0,1,3,2,11,2,59.6,65.93,56.39,55.95,9,7,5,0,1,2,13,2
1177,180,pomfucc,Ainceer,987,932,Black,932,White,False,13.5,86.22,89.21,97.18,68.8,5,5,1,0,2,0,1,2,70.65,70.7,78.68,62.57,4,3,0,0,2,2,2,2,70.65,70.7,78.68,62.57,4,3,0,0,2,2,1,2
1178,180,Ainceer,n2m_iddqd,940,936,White,940,White,True,22.5,78.06,94.44,80.05,57.08,6,8,2,1,1,2,3,2,49.43,82.39,34.28,26.9,1,6,1,0,3,2,9,2,78.06,94.44,80.05,57.08,6,8,2,1,1,2,3,2
1179,180,Ainceer,DekkerJ,933,977,White,933,Black,False,32.0,66.81,76.77,57.49,66.09,7,7,4,1,3,3,7,1,78.21,87.08,79.8,66.72,7,10,5,1,3,2,4,2,66.81,76.77,57.49,66.09,7,7,4,1,3,3,7,1
1180,180,chucky_ar_la,Ainceer,933,925,Black,925,White,False,7.5,93.0,82.49,98.83,100.0,2,4,1,1,0,0,0,0,69.18,62.17,98.88,50.0,2,2,0,0,1,0,2,2,69.18,62.17,98.88,50.0,2,2,0,0,1,0,0,2
1181,180,Eraliverpool,Ainceer,907,933,Black,933,Black,True,23.0,67.98,87.81,55.0,60.14,8,6,0,0,2,0,7,1,58.9,84.75,46.38,43.67,9,1,0,1,3,2,7,2,58.9,84.75,46.38,43.67,9,1,0,1,3,2,7,2
1182,180,NinthBean,Ainceer,964,942,Black,942,Black,True,30.0,68.61,74.35,65.65,65.84,10,4,2,1,5,3,5,1,76.19,80.4,80.11,68.05,15,3,2,1,2,3,4,2,76.19,80.4,80.11,68.05,15,3,2,1,2,3,5,2
1183,180,Ainceer,Lexa8651,950,945,White,950,White,True,29.5,69.92,78.97,62.07,68.72,13,3,2,2,1,2,7,1,65.34,62.07,67.71,66.33,8,9,0,1,0,3,8,0,69.92,78.97,62.07,68.72,13,3,2,2,1,2,7,1
1184,180,Ainceer,joakimbeyer,957,902,White,957,White,True,45.5,62.25,56.49,50.78,79.85,17,4,3,2,1,7,12,1,62.69,52.12,58.85,77.11,12,9,1,2,5,4,12,0,62.25,56.49,50.78,79.85,17,4,3,2,1,7,12,1
1185,180,adheet,Ainceer,938,948,Black,948,White,False,27.5,55.18,70.03,52.41,41.46,6,3,2,2,2,3,10,2,44.52,66.63,48.5,18.42,5,2,1,1,2,5,11,2,44.52,66.63,48.5,18.42,5,2,1,1,2,5,10,2
